Areaname,STCOU,LND010200D
"Weakley, TN",47183,581.81
"White, TN",47185,379.39
"Williamson, TN",47187,583.62
"Wilson, TN",47189,583.2
TEXAS,48000,268580.82
"Anderson, TX",48001,1077.95
"Andrews, TX",48003,1500.99
"Angelina, TX",48005,864.45
"Aransas, TX",48007,527.95
"Archer, TX",48009,925.78
"Armstrong, TX",48011,913.81
"Atascosa, TX",48013,1235.61
"Austin, TX",48015,656.37
"Bailey, TX",48017,827.38
"Bandera, TX",48019,797.54
"Bastrop, TX",48021,895.92
"Baylor, TX",48023,901.01
"Bee, TX",48025,880.31
"Bell, TX",48027,1087.93
"Bexar, TX",48029,1256.66
"Blanco, TX",48031,713.41
"Borden, TX",48033,906.04
"Bosque, TX",48035,1002.63
"Bowie, TX",48037,922.77
"Brazoria, TX",48039,1597.44
"Brazos, TX",48041,590.29
"Brewster, TX",48043,6192.78
"Briscoe, TX",48045,901.59
"Brooks, TX",48047,943.61
"Brown, TX",48049,956.94
"Burleson, TX",48051,677.78
"Burnet, TX",48053,1020.96
"Caldwell, TX",48055,547.41
"Calhoun, TX",48057,1032.16
"Callahan, TX",48059,901.26
"Cameron, TX",48061,1276.33
"Camp, TX",48063,203.2
"Carson, TX",48065,924.1
"Cass, TX",48067,960.35
"Castro, TX",48069,899.32
"Chambers, TX",48071,871.99
"Cherokee, TX",48073,1061.93
"Childress, TX",48075,713.61
"Clay, TX",48077,1116.17
"Cochran, TX",48079,775.31
"Coke, TX",48081,927.97
"Coleman, TX",48083,1281.45
"Collin, TX",48085,885.85
"Collingsworth, TX",48087,919.44
"Colorado, TX",48089,973.59
"Comal, TX",48091,574.59
"Comanche, TX",48093,947.67
"Concho, TX",48095,993.69
"Cooke, TX",48097,898.81
"Coryell, TX",48099,1056.73
"Cottle, TX",48101,901.59
"Crane, TX",48103,785.59
"Crockett, TX",48105,2807.43
"Crosby, TX",48107,901.69
"Culberson, TX",48109,3812.71
"Dallam, TX",48111,1505.26
"Dallas, TX",48113,908.56
"Dawson, TX",48115,902.12
"Deaf Smith, TX",48117,1498.26
"Delta, TX",48119,277.92
"Denton, TX",48121,957.88
"DeWitt, TX",48123,910.47
"Dickens, TX",48125,905.21
"Dimmit, TX",48127,1334.48
"Donley, TX",48129,933.05
"Duval, TX",48131,1795.67
"Eastland, TX",48133,931.9
"Ector, TX",48135,901.68
"Edwards, TX",48137,2119.95
"Ellis, TX",48139,951.66
"El Paso, TX",48141,1014.68
"Erath, TX",48143,1089.8
"Falls, TX",48145,773.81
"Fannin, TX",48147,899.16
"Fayette, TX",48149,959.84
"Fisher, TX",48151,901.74
"Floyd, TX",48153,992.51
"Foard, TX",48155,707.69
"Fort Bend, TX",48157,886.05
"Franklin, TX",48159,294.77
"Freestone, TX",48161,892.13
"Frio, TX",48163,1134.28
"Gaines, TX",48165,1502.84
"Galveston, TX",48167,872.93
"Garza, TX",48169,896.19
"Gillespie, TX",48171,1061.48
"Glasscock, TX",48173,900.93
"Goliad, TX",48175,859.35
"Gonzales, TX",48177,1069.82
"Gray, TX",48179,929.25
"Grayson, TX",48181,979.19
"Gregg, TX",48183,276.37
"Grimes, TX",48185,801.16
"Guadalupe, TX",48187,714.17
"Hale, TX",48189,1004.77
"Hall, TX",48191,904.08
"Hamilton, TX",48193,836.38
"Hansford, TX",48195,920.4
"Hardeman, TX",48197,697
"Hardin, TX",48199,897.37
"Harris, TX",48201,1777.69
"Harrison, TX",48203,915.09
"Hartley, TX",48205,1463.2
"Haskell, TX",48207,910.25
"Hays, TX",48209,679.79
"Hemphill, TX",48211,912.06
"Henderson, TX",48213,949
"Hidalgo, TX",48215,1582.66
"Hill, TX",48217,985.65
"Hockley, TX",48219,908.55
"Hood, TX",48221,436.8
"Hopkins, TX",48223,792.74
"Houston, TX",48225,1236.83
"Howard, TX",48227,904.19
"Hudspeth, TX",48229,4571.93
"Hunt, TX",48231,882.02
"Hutchinson, TX",48233,894.95
"Irion, TX",48235,1051.59
"Jack, TX",48237,920.11
"Jackson, TX",48239,857.03
"Jasper, TX",48241,969.62
"Jeff Davis, TX",48243,2264.6
"Jefferson, TX",48245,1111.26
"Jim Hogg, TX",48247,1136.16
"Jim Wells, TX",48249,868.22
"Johnson, TX",48251,734.46
"Jones, TX",48253,937.13
"Karnes, TX",48255,753.58
"Kaufman, TX",48257,806.81
"Kendall, TX",48259,663.04
"Kenedy, TX",48261,1945.6
"Kent, TX",48263,902.91
"Kerr, TX",48265,1107.66
"Kimble, TX",48267,1250.92
"King, TX",48269,913.33
"Kinney, TX",48271,1365.31
"Kleberg, TX",48273,1090.29
"Knox, TX",48275,855.43
"Lamar, TX",48277,932.47
"Lamb, TX",48279,1017.73
"Lampasas, TX",48281,713.96
"La Salle, TX",48283,1494.23
"Lavaca, TX",48285,970.35
"Lee, TX",48287,634.03
"Leon, TX",48289,1080.38
"Liberty, TX",48291,1176.22
"Limestone, TX",48293,933.15
"Lipscomb, TX",48295,932.22
"Live Oak, TX",48297,1078.83
"Llano, TX",48299,966.18
"Loving, TX",48301,676.85
"Lubbock, TX",48303,900.7
"Lynn, TX",48305,893.46
"McCulloch, TX",48307,1073.35
"McLennan, TX",48309,1060.23
"McMullen, TX",48311,1142.6
"Madison, TX",48313,472.44
"Marion, TX",48315,420.36
"Martin, TX",48317,915.62
"Mason, TX",48319,932.18
"Matagorda, TX",48321,1612.19
"Maverick, TX",48323,1291.74
"Medina, TX",48325,1334.53
"Menard, TX",48327,902.25
"Midland, TX",48329,901.97
"Milam, TX",48331,1021.67
"Mills, TX",48333,749.89
"Mitchell, TX",48335,915.9
"Montague, TX",48337,938.44
"Montgomery, TX",48339,1076.81
"Moore, TX",48341,909.61
"Morris, TX",48343,258.64
"Motley, TX",48345,989.81
"Nacogdoches, TX",48347,981.33
"Navarro, TX",48349,1086.17
"Newton, TX",48351,939.51
"Nolan, TX",48353,913.93
"Nueces, TX",48355,1166.42
"Ochiltree, TX",48357,918.07
"Oldham, TX",48359,1501.42
"Orange, TX",48361,379.54
"Palo Pinto, TX",48363,985.5
"Panola, TX",48365,821.34
"Parker, TX",48367,910.09
"Parmer, TX",48369,885.17
"Pecos, TX",48371,4764.73
"Polk, TX",48373,1109.81
"Potter, TX",48375,921.98
"Presidio, TX",48377,3856.26
"Rains, TX",48379,258.87
"Randall, TX",48381,922.42
"Reagan, TX",48383,1175.98
"Real, TX",48385,700.04
"Red River, TX",48387,1057.61
"Reeves, TX",48389,2641.95
"Refugio, TX",48391,818.64
"Roberts, TX",48393,924.19
"Robertson, TX",48395,865.67
"Rockwall, TX",48397,148.7
"Runnels, TX",48399,1057.13
"Rusk, TX",48401,938.62
"Sabine, TX",48403,576.61
"San Augustine, TX",48405,592.21
"San Jacinto, TX",48407,627.9
"San Patricio, TX",48409,707.06
"San Saba, TX",48411,1138.25
"Schleicher, TX",48413,1310.65
"Scurry, TX",48415,907.53
"Shackelford, TX",48417,915.54
"Shelby, TX",48419,834.53
"Sherman, TX",48421,923.2
"Smith, TX",48423,949.45
"Somervell, TX",48425,191.9
"Starr, TX",48427,1229.28
"Stephens, TX",48429,921.48
"Sterling, TX",48431,923.49
"Stonewall, TX",48433,920.23
"Sutton, TX",48435,1454.4
"Swisher, TX",48437,900.68
"Tarrant, TX",48439,897.48
"Taylor, TX",48441,919.25
"Terrell, TX",48443,2357.75
"Terry, TX",48445,890.93
"Throckmorton, TX",48447,915.47
"Titus, TX",48449,425.69
"Tom Green, TX",48451,1540.54
"Travis, TX",48453,1022.08
"Trinity, TX",48455,714
"Tyler, TX",48457,935.71
"Upshur, TX",48459,592.67
"Upton, TX",48461,1241.83
"Uvalde, TX",48463,1558.6
"Val Verde, TX",48465,3232.4
"Van Zandt, TX",48467,859.48
"Victoria, TX",48469,888.73
"Walker, TX",48471,801.44
"Waller, TX",48473,518.49
"Ward, TX",48475,835.74
"Washington, TX",48477,621.35
"Webb, TX",48479,3375.53
"Wharton, TX",48481,1094.43
"Wheeler, TX",48483,915.34
"Wichita, TX",48485,633.01
"Wilbarger, TX",48487,978.1
"Willacy, TX",48489,784.23
"Williamson, TX",48491,1134.74
"Wilson, TX",48493,808.57
"Winkler, TX",48495,841.24
"Wise, TX",48497,922.77
"Wood, TX",48499,695.8
"Yoakum, TX",48501,799.76
"Young, TX",48503,930.84
"Zapata, TX",48505,1058.1
"Zavala, TX",48507,1301.72
UTAH,49000,84898.83
"Beaver, UT",49001,2592.28
"Box Elder, UT",49003,6729.03
"Cache, UT",49005,1173.07
"Carbon, UT",49007,1484.57
"Daggett, UT",49009,723.06
"Davis, UT",49011,633.7
"Duchesne, UT",49013,3255.97
"Emery, UT",49015,4461.54
"Garfield, UT",49017,5208.2
"Grand, UT",49019,3694.08
"Iron, UT",49021,3301.84
"Juab, UT",49023,3406.28
"Kane, UT",49025,4108.42
"Millard, UT",49027,6828.01
"Morgan, UT",49029,610.79
"Piute, UT",49031,765.76
"Rich, UT",49033,1086.29
"Salt Lake, UT",49035,807.78
"San Juan, UT",49037,7933.09
"Sanpete, UT",49039,1602.66
"Sevier, UT",49041,1918.28
"Summit, UT",49043,1882.05
"Tooele, UT",49045,7287.12
"Uintah, UT",49047,4498.98
"Utah, UT",49049,2140.98
"Wasatch, UT",49051,1209.17
"Washington, UT",49053,2429.91
"Wayne, UT",49055,2466.47
"Weber, UT",49057,659.46
VERMONT,50000,9614.26
"Addison, VT",50001,808.3
"Bennington, VT",50003,677.67
"Caledonia, VT",50005,657.52
"Chittenden, VT",50007,619.64
"Essex, VT",50009,673.75
"Franklin, VT",50011,692.02
"Grand Isle, VT",50013,194.67
"Lamoille, VT",50015,463.75
"Orange, VT",50017,691.74
"Orleans, VT",50019,721.14
"Rutland, VT",50021,944.77
"Washington, VT",50023,695.43
"Windham, VT",50025,798.12
"Windsor, VT",50027,975.74
VIRGINIA,51000,42774.2
"Accomack, VA",51001,1310.05
"Albemarle, VA",51003,726.18
"Alleghany, VA",51005,445.67
"Amelia, VA",51007,358.54
"Amherst, VA",51009,478.78
"Appomattox, VA",51011,334.73
"Arlington, VA",51013,25.96
"Augusta, VA",51015,970.93
"Bath, VA",51017,534.56
"Bedford, VA",51019,769.25
"Bland, VA",51021,358.73
"Botetourt, VA",51023,545.94
"Brunswick, VA",51025,569.37
"Buchanan, VA",51027,503.88
"Buckingham, VA",51029,583.56
"Campbell, VA",51031,507.26
"Caroline, VA",51033,538.89
"Carroll, VA",51035,477.64
"Charles City, VA",51036,204.22
"Charlotte, VA",51037,477.44
"Chesterfield, VA",51041,436.99
"Clarke, VA",51043,178.19
"Craig, VA",51045,330.61
"Culpeper, VA",51047,382.28
"Cumberland, VA",51049,299.73
"Dickenson, VA",51051,333.63
"Dinwiddie, VA",51053,506.98
"Essex, VA",51057,285.91
"Fairfax, VA",51059,406.61
"Fauquier, VA",51061,651.42
"Floyd, VA",51063,381.23
"Fluvanna, VA",51065,290.21
"Franklin, VA",51067,711.56
"Frederick, VA",51069,415.62
"Giles, VA",51071,360.4
"Gloucester, VA",51073,288
"Goochland, VA",51075,289.99
"Grayson, VA",51077,445.9
"Greene, VA",51079,156.96
"Greensville, VA",51081,296.81
"Halifax, VA",51083,829.56
"Hanover, VA",51085,474.08
"Henrico, VA",51087,244.6
"Henry, VA",51089,384.39
"Highland, VA",51091,415.86
"Isle of Wight, VA",51093,362.76
"James City, VA",51095,179.71
"King and Queen, VA",51097,326.33
"King George, VA",51099,187.79
"King William, VA",51101,285.65
"Lancaster, VA",51103,231.35
"Lee, VA",51105,437.32
"Loudoun, VA",51107,521.1
"Louisa, VA",51109,510.79
"Lunenburg, VA",51111,432.38
"Madison, VA",51113,321.78
"Mathews, VA",51115,251.96
"Mecklenburg, VA",51117,679.29
"Middlesex, VA",51119,210.75
"Montgomery, VA",51121,389.43
"Nelson, VA",51125,474.31
"New Kent, VA",51127,223.48
"Northampton, VA",51131,795.34
"Northumberland, VA",51133,285.67
"Nottoway, VA",51135,316.1
"Orange, VA",51137,343.41
"Page, VA",51139,314.09
"Patrick, VA",51141,485.87
"Pittsylvania, VA",51143,978.18
"Powhatan, VA",51145,262.4
"Prince Edward, VA",51147,353.85
"Prince George, VA",51149,281.85
"Prince William, VA",51153,348.36
"Pulaski, VA",51155,329.59
"Rappahannock, VA",51157,266.83
"Richmond, VA",51159,216.38
"Roanoke, VA",51161,251.04
"Rockbridge, VA",51163,600.98
"Rockingham, VA",51165,853.29
"Russell, VA",51167,476.77
"Scott, VA",51169,538.63
"Shenandoah, VA",51171,512.53
"Smyth, VA",51173,452.31
"Southampton, VA",51175,602.35
"Spotsylvania, VA",51177,412.27
"Stafford, VA",51179,279.95
"Surry, VA",51181,310.31
"Sussex, VA",51183,492.83
"Tazewell, VA",51185,519.89
"Warren, VA",51187,216.32
"Washington, VA",51191,565.98
"Westmoreland, VA",51193,252.64
"Wise, VA",51195,405.22
"Wythe, VA",51197,464.62
"York, VA",51199,215.52
"Alexandria, VA",51510,15.41
"Bedford, VA",51515,6.9
"Bristol, VA",51520,13.16
"Buena Vista, VA",51530,6.83
"Charlottesville, VA",51540,10.26
"Chesapeake, VA",51550,350.9
"Clifton Forge, VA",51560,3.1
"Colonial Heights, VA",51570,7.79
"Covington, VA",51580,5.67
"Danville, VA",51590,43.94
"Emporia, VA",51595,6.97
"Fairfax, VA",51600,6.31
"Falls Church, VA",51610,1.99
"Franklin, VA",51620,8.4
"Fredericksburg, VA",51630,10.52
"Galax, VA",51640,8.23
"Hampton, VA",51650,136.23
"Harrisonburg, VA",51660,17.59
"Hopewell, VA",51670,10.82
"Lexington, VA",51678,2.49
"Lynchburg, VA",51680,49.76
"Manassas, VA",51683,9.96
"Manassas Park, VA",51685,2.49
"Martinsville, VA",51690,11.01
"Newport News, VA",51700,119.05
"Norfolk, VA",51710,96.3
"Norton, VA",51720,7.53
"Petersburg, VA",51730,23.19
"Poquoson, VA",51735,78.43
"Portsmouth, VA",51740,46.62
"Radford, VA",51750,10.19
"Richmond, VA",51760,62.55
"Roanoke, VA",51770,42.91
"Salem, VA",51775,14.59
"South Boston, VA",51780,0
"Staunton, VA",51790,19.71
"Suffolk, VA",51800,429.07
"Virginia Beach, VA",51810,497.33
"Waynesboro, VA",51820,15.38
"Williamsburg, VA",51830,8.67
"Winchester, VA",51840,9.33
WASHINGTON,53000,71299.64
"Adams, WA",53001,1929.69
"Asotin, WA",53003,640.69
"Benton, WA",53005,1760.12
"Chelan, WA",53007,2993.62
"Clallam, WA",53009,2670.34
"Clark, WA",53011,656.22
"Columbia, WA",53013,873.53
"Cowlitz, WA",53015,1166.33
"Douglas, WA",53017,1848.69
"Ferry, WA",53019,2257.46
"Franklin, WA",53021,1265.35
"Garfield, WA",53023,718.19
"Grant, WA",53025,2791.29
"Grays Harbor, WA",53027,2224.44
"Island, WA",53029,517.39
"Jefferson, WA",53031,2183.52
"King, WA",53033,2306.53
"Kitsap, WA",53035,565.98
"Kittitas, WA",53037,2333.11
"Klickitat, WA",53039,1904.18
"Lewis, WA",53041,2436.26
"Lincoln, WA",53043,2339.71
"Mason, WA",53045,1051.03
"Okanogan, WA",53047,5315.16
"Pacific, WA",53049,1223.5
"Pend Oreille, WA",53051,1425.32
"Pierce, WA",53053,1806.5
"San Juan, WA",53055,621.07
"Skagit, WA",53057,1920.47
"Skamania, WA",53059,1683.86
"Snohomish, WA",53061,2196.41
"Spokane, WA",53063,1780.72
"Stevens, WA",53065,2540.64
"Thurston, WA",53067,773.64
"Wahkiakum, WA",53069,286.69
"Walla Walla, WA",53071,1299.25
"Whatcom, WA",53073,2503.55
"Whitman, WA",53075,2177.6
"Yakima, WA",53077,4311.61
WEST VIRGINIA,54000,24229.76
"Barbour, WV",54001,342.75
"Berkeley, WV",54003,321.58
"Boone, WV",54005,503.18
"Braxton, WV",54007,516.17
"Brooke, WV",54009,92.26
"Cabell, WV",54011,288.02
"Calhoun, WV",54013,280.64
"Clay, WV",54015,343.82
"Doddridge, WV",54017,320.48
"Fayette, WV",54019,668.36
"Gilmer, WV",54021,340.07
"Grant, WV",54023,480.19
"Greenbrier, WV",54025,1024.43
"Hampshire, WV",54027,644.62
"Hancock, WV",54029,88.35
"Hardy, WV",54031,584.48
"Harrison, WV",54033,416.6
"Jackson, WV",54035,471.59
"Jefferson, WV",54037,211.57
"Kanawha, WV",54039,910.99
"Lewis, WV",54041,389.75
"Lincoln, WV",54043,438.59
"Logan, WV",54045,455.61
"McDowell, WV",54047,534.9
"Marion, WV",54049,311.49
"Marshall, WV",54051,312.18
"Mason, WV",54053,444.8
"Mercer, WV",54055,420.69
"Mineral, WV",54057,329.13
"Mingo, WV",54059,423.64
"Monongalia, WV",54061,365.89
"Monroe, WV",54063,473.66
"Morgan, WV",54065,229.67
"Nicholas, WV",54067,654.4
"Ohio, WV",54069,108.86
"Pendleton, WV",54071,698.15
"Pleasants, WV",54073,134.59
"Pocahontas, WV",54075,941.85
"Preston, WV",54077,651.39
"Putnam, WV",54079,350.4
"Raleigh, WV",54081,609.34
"Randolph, WV",54083,1039.92
"Ritchie, WV",54085,453.58
"Roane, WV",54087,483.75
"Summers, WV",54089,367.72
"Taylor, WV",54091,175.69
"Tucker, WV",54093,421.11
"Tyler, WV",54095,260.69
"Upshur, WV",54097,354.86
"Wayne, WV",54099,512.19
"Webster, WV",54101,556.15
"Wetzel, WV",54103,361.37
"Wirt, WV",54105,234.83
"Wood, WV",54107,376.94
"Wyoming, WV",54109,501.82
WISCONSIN,55000,65497.82
"Adams, WI",55001,688.51
"Ashland, WI",55003,2293.73
"Barron, WI",55005,890.02
"Bayfield, WI",55007,2041.53
"Brown, WI",55009,615.42
"Buffalo, WI",55011,709.58
"Burnett, WI",55013,880.38
"Calumet, WI",55015,397.03
"Chippewa, WI",55017,1041.32
"Clark, WI",55019,1219.08
"Columbia, WI",55021,795.7
"Crawford, WI",55023,599.22
"Dane, WI",55025,1238.32
"Dodge, WI",55027,906.99
"Door, WI",55029,2369.83
"Douglas, WI",55031,1479.91
"Dunn, WI",55033,863.91
"Eau Claire, WI",55035,645.28
"Florence, WI",55037,497.46
"Fond du Lac, WI",55039,765.8
"Forest, WI",55041,1046.4
"Grant, WI",55043,1183.31
"Green, WI",55045,584.56
"Green Lake, WI",55047,380.44
"Iowa, WI",55049,768.08
"Iron, WI",55051,919.24
"Jackson, WI",55053,1000.11
"Jefferson, WI",55055,582.75
"Juneau, WI",55057,804.13
"Kenosha, WI",55059,754.31
"Kewaunee, WI",55061,1084.52
"La Crosse, WI",55063,479.92
"Lafayette, WI",55065,634.56
"Langlade, WI",55067,887.88
"Lincoln, WI",55069,907.05
"Manitowoc, WI",55071,1493.87
"Marathon, WI",55073,1576.14
"Marinette, WI",55075,1550.07
"Marquette, WI",55077,464.42
"Menominee, WI",55078,364.99
"Milwaukee, WI",55079,1189.7
"Monroe, WI",55081,908.29
"Oconto, WI",55083,1149.04
"Oneida, WI",55085,1235.88
"Outagamie, WI",55087,644.4
"Ozaukee, WI",55089,1116.2
"Pepin, WI",55091,248.68
"Pierce, WI",55093,591.59
"Polk, WI",55095,956.28
"Portage, WI",55097,822.76
"Price, WI",55099,1278.43
"Racine, WI",55101,791.9
"Richland, WI",55103,589.38
"Rock, WI",55105,726.2
"Rusk, WI",55107,930.89
"St. Croix, WI",55109,735.81
"Sauk, WI",55111,848.43
"Sawyer, WI",55113,1350.32
"Shawano, WI",55115,909.33
"Sheboygan, WI",55117,1270.97
"Taylor, WI",55119,984.49
"Trempealeau, WI",55121,741.98
"Vernon, WI",55123,816.41
"Vilas, WI",55125,1017.85
"Walworth, WI",55127,576.5
"Washburn, WI",55129,853.06
"Washington, WI",55131,435.89
"Waukesha, WI",55133,580.48
"Waupaca, WI",55135,765.33
"Waushara, WI",55137,637.39
"Winnebago, WI",55139,578.7
"Wood, WI",55141,809.46
WYOMING,56000,97813.56
"Albany, WY",56001,4308.79
"Big Horn, WY",56003,3158.96
"Campbell, WY",56005,4801.56
"Carbon, WY",56007,7964.03
"Converse, WY",56009,4265.1
"Crook, WY",56011,2870.52
"Fremont, WY",56013,9265.8
"Goshen, WY",56015,2232.16
"Hot Springs, WY",56017,2006.21
"Johnson, WY",56019,4174.71
"Laramie, WY",56021,2687.63
"Lincoln, WY",56023,4089.01
"Natrona, WY",56025,5375.72
"Niobrara, WY",56027,2627.9
"Park, WY",56029,6968.51
"Platte, WY",56031,2110.9
"Sheridan, WY",56033,2527.07
"Sublette, WY",56035,4935.66
"Sweetwater, WY",56037,10491.17
"Teton, WY",56039,4221.8
"Uinta, WY",56041,2087.56
"Washakie, WY",56043,2242.75
"Weston, WY",56045,2400.07
